1,65.69,0
2,65.69,0.00928604
4,66.3,0.012820513
5,67.15,0.002531646
6,67.32,-0.006535948
7,66.88,0.004635167
8,67.19,0
9,67.19,0.003720792
10,67.44,0.010083037
11,68.12,0.010569583
12,68.84,0.010023242
13,69.53,0.002876456
14,69.73,-0.002724796
15,69.54,0
16,69.54,0.003307449
17,69.77,0.013472839
18,70.71,0.000848536
19,70.77,-0.00098912
20,70.7,0.004809052
21,71.04,0.011542793
22,71.86,0
23,71.86,0.014750905
24,72.92,0.008502468
25,73.54,-0.006663041
26,73.05,0.002874743
27,73.26,0.003685504
28,73.53,0.004759962
29,73.88,0
30,73.88,0.004060639
31,74.18,0.003370181
32,74.43,-0.004299342
33,74.11,-0.004992579
34,73.74,0.009221589
35,74.42,0.002553077
36,74.61,0
37,74.61,-0.005629272
38,74.19,0.003908883
39,74.48,0
40,74.48,0.005773362
41,74.91,0.010679482
42,75.71,0.011359134
43,76.57,0
44,76.57,0.011100953
45,77.42,-0.000129166
46,77.41,-0.006588296
47,76.9,0.004031209
48,77.21,0.002201787
49,77.38,0.003876971
50,77.68,0
51,77.68,0.014933059
52,78.84,0.003297818
53,79.1,0.002022756
54,79.26,-0.013121373
55,78.22,-0.001022756
56,78.14,0
57,78.14,0
58,78.14,-0.006782698
59,77.61,-0.010694498
60,76.78,-0.000651211
61,76.73,0.005734393
62,77.17,-0.002073345
63,77.01,0.001038826
64,77.09,0
65,77.09,0
66,77.09,-0.006226489
67,76.61,-0.007048688
68,76.07,0.00368082
69,76.35,0.005762934
70,76.79,0.007422842
71,77.36,0
72,77.36,0.000387797
73,77.39,-0.009691175
74,76.64,-0.000652401
75,76.59,0.000522261
76,76.63,-0.003653921
77,76.35,0.001309758
78,76.45,0
79,76.45,-0.007194245
80,75.9,-0.011198946
81,75.05,0
82,75.05,0.003464357
83,75.31,-0.0077015
84,74.73,0.003211562
85,74.97,0
86,74.97,0.005202081
87,75.36,0.005175159
88,75.75,0.001452145
89,75.86,-0.001054574
90,75.78,-0.003430984
91,75.52,0
92,75.52,0
93,75.52,-0.00529661
94,75.12,-0.004792332
95,74.76,-0.005484216
96,74.35,0.009952925
97,75.09,-0.000133174
98,75.08,-0.00106553
99,75,0
100,75,0
101,75,-0.000133333
102,74.99,-0.001733564
103,74.86,0.00547689
104,75.27,0.002258536
105,75.44,0.001325557
106,75.54,0
107,75.54,-0.002250463
108,75.37,-0.009552872
109,74.65,-0.002679169
110,74.45,0.002955003
111,74.67,-0.001607071
112,74.55,-0.001877934
113,74.41,0
114,74.41,-0.008063432
115,73.81,0.002574177
116,74,-0.001351351
117,73.9,-0.004330176
118,73.58,0.003669475
119,73.85,0.004739336
120,74.2,0
121,74.2,0
122,74.2,0.005660377
123,74.62,0.003886358
124,74.91,-0.000266987
125,74.89,-0.003738817
126,74.61,0.005227181
127,75,0
128,75,0.009733333
129,75.73,0.00343325
130,75.99,0.007237794
131,76.54,0.005617978
132,76.97,-0.001948811
133,76.82,0.00234314
134,77,0
135,77,0.001688312
136,77.13,-0.001815117
137,76.99,-0.005065593
138,76.6,-0.003133159
139,76.36,0.002488214
140,76.55,-0.000653168
141,76.5,0
142,76.5,-0.000130719
143,76.49,-0.003137665
144,76.25,-0.002885246
145,76.03,-0.001709851
146,75.9,0.001581028
147,76.02,0.004735596
148,76.38,0
149,76.38,0.001702016
150,76.51,-0.004443864
151,76.17,-0.003938558
152,75.87,-0.001054435
153,75.79,0
154,75.79,-0.002506927
155,75.6,0
156,75.6,-0.001058201
157,75.52,-0.004369703
158,75.19,-0.000531986
159,75.15,0.002528277
160,75.34,0.001194585
161,75.43,-0.000928013
162,75.36,0
163,75.36,-0.00145966
164,75.25,-0.003322259
165,75,0.0004
166,75.03,0.008796481
167,75.69,-0.002113886
168,75.53,0.004766318
169,75.89,0
170,75.89,0.005007247
171,76.27,0.002884489
172,76.49,0.008105635
173,77.11,-0.000518739
174,77.07,0.000908265
175,77.14,0.000129634
176,77.15,0
177,77.15,0.000777706
178,77.21,0.000259034
179,77.23,0.000258967
180,77.25,0.004142395
181,77.57,0.011602424
182,78.47,0.000127437
183,78.48,0
184,78.48,0
185,78.48,0.000637105
186,78.53,0.004966255
187,78.92,0.004941713
188,79.31,0.000252175
189,79.33,0.00352956
190,79.61,0
191,79.61,0.006657455
192,80.14,0.003618667
193,80.43,0.000124332
194,80.44,0
195,80.44,-0.003480855
196,80.16,0.001372255
197,80.27,0
198,80.27,0.001744114
199,80.41,-0.002487253
200,80.21,-0.003490837
201,79.93,-0.005504817
202,79.49,0.002390238
203,79.68,-0.000376506
204,79.65,0
205,79.65,-0.000502197
206,79.61,0.003391534
207,79.88,0.006509765
208,80.4,-0.000373134
209,80.37,0.000622123
210,80.42,0.003606068
211,80.71,0
212,80.71,0.010159831
213,81.53,0.003311664
214,81.8,0.003300733
215,82.07,0.005970513
216,82.56,0.001574612
217,82.69,0.001451203
218,82.81,0
219,82.81,0.002052892
220,82.98,-0.002410219
221,82.78,0.004107272
222,83.12,0.005774783
223,83.6,0
224,83.6,0.000478469
225,83.64,0
226,83.64,-0.006217121
227,83.12,-0.003128008
228,82.86,0.001206855
229,82.96,0.00132594
230,83.07,-0.000361141
231,83.04,0.002890173
232,83.28,0
233,83.28,-0.005883766
234,82.79,-0.004106776
235,82.45,-0.005336568
236,82.01,-0.000609682
237,81.96,0.004392387
238,82.32,0.002672498
239,82.54,0
240,82.54,-0.001453841
241,82.42,-0.004125212
242,82.08,0.001340156
243,82.19,0.002920063
244,82.43,0.004973917
245,82.84,0.000603573
246,82.89,0
247,82.89,-0.003377971
248,82.61,0.000968406
249,82.69,0.003265207
250,82.96,0.010004822
251,83.79,0.004893185
252,84.2,0.005225653
253,84.64,0
254,84.64,-0.001417769
255,84.52,0.002721249
256,84.75,0.010501475
257,85.64,-0.001167679
258,85.54,0.004559271
259,85.93,0
260,85.93,0
261,85.93,0.003491214
262,86.23,0.000811782
263,86.3,0.010544612
264,87.21,0.007911937
265,87.9,0.003299204
266,88.19,-0.008277582
267,87.46,0
268,87.46,-0.006631603
269,86.88,0.003913444
270,87.22,0.00309562
271,87.49,-0.000571494
272,87.44,0
273,87.44,-0.000914913
274,87.36,0
275,87.36,0.001717033
276,87.51,-0.002628271
277,87.28,-0.005957837
278,86.76,0
279,86.76,-0.01659751
280,85.32,0.002109705
281,85.5,0
282,85.5,0.027836257
283,87.88,-0.003072371
284,87.61,0.00719096
285,88.24,0.009066183
286,89.04,-0.000561545
287,88.99,0.004607259
288,89.4,0
289,89.4,0.000671141
290,89.46,-0.005141963
291,89,-0.00505618
292,88.55,-0.003839639
293,88.21,0
294,88.21,0.001133658
295,88.31,0
296,88.31,-0.000566187
297,88.26,-0.004871969
298,87.83,-0.001138563
299,87.73,0.003989513
300,88.08,0.004995459
301,88.52,0.004970628
302,88.96,0
303,88.96,-0.007081835
304,88.33,-0.005547379
305,87.84,-0.005692168
306,87.34,-0.001144951
307,87.24,0.000458505
308,87.28,0.000114574
309,87.29,0
310,87.29,-0.003895062
311,86.95,-0.011155837
312,85.98,0.008025122
313,86.67,0.001961463
314,86.84,-0.004951635
315,86.41,-0.000115727
316,86.4,0
317,86.4,-0.001851852
318,86.24,0.00614564
319,86.77,0.00288118
320,87.02,0.003792232
321,87.35,-0.004808243
322,86.93,-0.001495456
323,86.8,0
324,86.8,-0.001267281
325,86.69,-0.000922828
326,86.61,0.001385521
327,86.73,0.005073216
328,87.17,0.007800849
329,87.85,0.008309619
330,88.58,0
331,88.58,-0.006547753
332,88,-0.005909091
333,87.48,0.008230453
334,88.2,-0.004421769
335,87.81,-0.006491288
336,87.24,-0.002980284
337,86.98,0
338,86.98,-0.008967579
339,86.2,0.017285383
340,87.69,0.001710571
341,87.84,-0.001821494
342,87.68,-0.003877737
343,87.34,0.002060911
344,87.52,0
345,87.52,-0.000457038
346,87.48,-0.003429355
347,87.18,-0.001032347
348,87.09,0.001377885
349,87.21,0.001146657
350,87.31,-0.00103081
351,87.22,0
352,87.22,-0.002293052
353,87.02,0.001493909
354,87.15,0.011359725
355,88.14,0
356,88.14,0.01372816
357,89.35,0.004252938
358,89.73,0
359,89.73,0
360,89.73,0
361,89.73,0
362,89.73,0
363,89.73,0
364,89.73,0
365,89.73,0
366,89.73,-0.021843308
367,87.77,0.02472371
368,89.94,-0.001111852
369,89.84,-0.010129118
370,88.93,0.009782975
371,89.8,0.002227171
372,90,0
373,90,-0.002
374,89.82,0.003674015
375,90.15,0.011314476
376,91.17,0.030053746
377,93.91,-0.010648493
378,92.91,0.001183941
379,93.02,0
380,93.02,-0.013115459
381,91.8,-0.016013072
382,90.33,0.005645965
383,90.84,0.013540291
384,92.07,0.004235907
385,92.46,-0.002379407
386,92.24,0
387,92.24,0.001300954
388,92.36,0.005197055
389,92.84,-0.008509263
390,92.05,0.005866377
391,92.59,0.020520575
392,94.49,-0.00888983
393,93.65,0
394,93.65,-0.002669514
395,93.4,0.001927195
396,93.58,0.004701859
397,94.02,-0.003509892
398,93.69,0.00170776
399,93.85,0.012573255
400,95.03,0
401,95.03,0.00063138
402,95.09,0.001472289
403,95.23,0.002835241
404,95.5,0.004502618
405,95.93,0.001250912
406,96.05,-0.000312337
407,96.02,0
408,96.02,-0.006248698
409,95.42,-0.007964787
410,94.66,0.000316924
411,94.69,0.005385996
412,95.2,0.002521008
413,95.44,0.000733445
414,95.51,0
415,95.51,0.000418804
416,95.55,-0.001360544
417,95.42,0.003458394
418,95.75,0.000208877
419,95.77,-0.004385507
420,95.35,-0.003670687
421,95,0
422,95,0
423,95,-0.001052632
424,94.9,-0.005268704
425,94.4,0.007415254
426,95.1,0.003890641
427,95.47,0.004399288
428,95.89,0
429,95.89,-0.00135572
430,95.76,-0.006892231
431,95.1,0
432,95.1,-0.00809674
433,94.33,0.004346443
434,94.74,0.005383154
435,95.25,0
436,95.25,0.009133858
437,96.12,0.00031211
438,96.15,-0.005720229
439,95.6,0.00083682
440,95.68,0.004180602
441,96.08,0.001977519
442,96.27,0
443,96.27,0.001558118
444,96.42,0.001140842
445,96.53,0.004040195
446,96.92,0.007222452
447,97.62,-0.000614628
448,97.56,-0.000512505
449,97.51,0
450,97.51,-0.002461286
451,97.27,-0.002981392
452,96.98,0.004537018
453,97.42,-0.002258263
454,97.2,0.000925926
455,97.29,0.006681057
456,97.94,0
457,97.94,0
458,97.94,-0.001327343
459,97.81,-0.004498518
460,97.37,0.002772928
461,97.64,0.007169193
462,98.34,0.004169209
463,98.75,0
464,98.75,0.002531646
465,99,-0.001717172
466,98.83,0.003743802
467,99.2,-0.005141129
468,98.69,-0.004458405
469,98.25,-0.000101781
470,98.24,0
471,98.24,-0.004784202
472,97.77,-0.004193515
473,97.36,0.000205423
474,97.38,-0.002978024
475,97.09,-0.006076836
476,96.5,-0.002279793
477,96.28,0
478,96.28,-0.001869547
479,96.1,0.006971904
480,96.77,0.007026971
481,97.45,0.001026167
482,97.55,0.005228088
483,98.06,-0.000815827
484,97.98,0
485,97.98,-0.007858747
486,97.21,0.002057402
487,97.41,0
488,97.41,0
489,97.41,-0.002463813
490,97.17,0.001646599
491,97.33,0
492,97.33,0.001130176
493,97.44,0.002463054
494,97.68,0.011977887
495,98.85,-0.009711684
496,97.89,-0.004699152
497,97.43,0.00092374
498,97.52,0
499,97.52,-0.006152584
500,96.92,-0.006500206
501,96.29,0.001869353
502,96.47,0.001451228
503,96.61,0
504,96.61,-0.003208778
505,96.3,0
506,96.3,-0.009968847
507,95.34,-0.001992868
508,95.15,0.005044666
509,95.63,0.000731988
510,95.7,-0.003239289
511,95.39,0.000104833
512,95.4,0
513,95.4,0.000838574
514,95.48,0.003875157
515,95.85,0.001356286
516,95.98,0.003646593
517,96.33,0.005190491
518,96.83,0.005266963
519,97.34,0
520,97.34,0.003903842
521,97.72,0.001637331
522,97.88,0.000408664
523,97.92,0.001736111
524,98.09,0.004791518
525,98.56,0.001318994
526,98.69,0
527,98.69,-0.005370352
528,98.16,-0.003973105
529,97.77,0.001738775
530,97.94,0.000408413
531,97.98,-0.000714432
532,97.91,-0.002961904
533,97.62,0
534,97.62,-0.004507273
535,97.18,0.000617411
536,97.24,0.006684492
537,97.89,0.006435795
538,98.52,0.001725538
539,98.69,0.000303982
540,98.72,0
541,98.72,0.003950567
